coluna A 1;coluna B 1;coluna C 1
coluna A 9683;coluna B 9683;coluna C 9683
coluna A 24788;coluna B 24788;coluna C 24788
coluna A 24789;coluna B 24789;coluna C 24789
coluna A 29714;coluna B 29714;coluna C 29714
coluna A 34727;coluna B 34727;coluna C 34727
coluna A 34728;coluna B 34728;coluna C 34728
coluna A 4707;coluna B 4707;coluna C 4707
coluna A 44771;coluna B 44771;coluna C 44771
coluna A 14731;coluna B 14731;coluna C 14731
coluna A 39741;coluna B 39741;coluna C 39741
coluna A 19736;coluna B 19736;coluna C 19736
coluna A 49718;coluna B 49718;coluna C 49718
coluna A 9684;coluna B 9684;coluna C 9684
coluna A 24790;coluna B 24790;coluna C 24790
coluna A 29715;coluna B 29715;coluna C 29715
coluna A 34729;coluna B 34729;coluna C 34729
coluna A 4708;coluna B 4708;coluna C 4708
coluna A 4709;coluna B 4709;coluna C 4709
coluna A 44772;coluna B 44772;coluna C 44772
coluna A 14732;coluna B 14732;coluna C 14732
coluna A 39742;coluna B 39742;coluna C 39742
coluna A 19737;coluna B 19737;coluna C 19737
coluna A 19738;coluna B 19738;coluna C 19738
coluna A 49719;coluna B 49719;coluna C 49719
coluna A 9685;coluna B 9685;coluna C 9685
coluna A 24791;coluna B 24791;coluna C 24791
coluna A 29716;coluna B 29716;coluna C 29716
coluna A 34730;coluna B 34730;coluna C 34730
coluna A 4710;coluna B 4710;coluna C 4710
coluna A 44773;coluna B 44773;coluna C 44773
coluna A 14733;coluna B 14733;coluna C 14733
coluna A 39743;coluna B 39743;coluna C 39743
coluna A 19739;coluna B 19739;coluna C 19739
coluna A 49720;coluna B 49720;coluna C 49720
coluna A 9686;coluna B 9686;coluna C 9686
coluna A 24792;coluna B 24792;coluna C 24792
coluna A 29717;coluna B 29717;coluna C 29717
coluna A 34731;coluna B 34731;coluna C 34731
coluna A 34732;coluna B 34732;coluna C 34732
coluna A 4711;coluna B 4711;coluna C 4711
coluna A 44774;coluna B 44774;coluna C 44774
coluna A 14734;coluna B 14734;coluna C 14734
coluna A 14735;coluna B 14735;coluna C 14735
coluna A 39744;coluna B 39744;coluna C 39744
coluna A 19740;coluna B 19740;coluna C 19740
coluna A 49721;coluna B 49721;coluna C 49721
coluna A 9687;coluna B 9687;coluna C 9687
coluna A 24793;coluna B 24793;coluna C 24793
coluna A 29718;coluna B 29718;coluna C 29718
coluna A 34733;coluna B 34733;coluna C 34733
coluna A 4712;coluna B 4712;coluna C 4712
coluna A 44775;coluna B 44775;coluna C 44775
coluna A 14736;coluna B 14736;coluna C 14736
coluna A 39745;coluna B 39745;coluna C 39745
coluna A 19741;coluna B 19741;coluna C 19741
coluna A 49722;coluna B 49722;coluna C 49722
coluna A 9688;coluna B 9688;coluna C 9688
coluna A 24794;coluna B 24794;coluna C 24794
coluna A 24795;coluna B 24795;coluna C 24795
coluna A 29719;coluna B 29719;coluna C 29719
coluna A 34734;coluna B 34734;coluna C 34734
coluna A 4713;coluna B 4713;coluna C 4713
coluna A 44776;coluna B 44776;coluna C 44776
coluna A 4714;coluna B 4714;coluna C 4714
coluna A 14737;coluna B 14737;coluna C 14737
coluna A 39746;coluna B 39746;coluna C 39746
coluna A 19742;coluna B 19742;coluna C 19742
coluna A 49723;coluna B 49723;coluna C 49723
coluna A 9689;coluna B 9689;coluna C 9689
coluna A 24796;coluna B 24796;coluna C 24796
coluna A 24797;coluna B 24797;coluna C 24797
coluna A 29720;coluna B 29720;coluna C 29720
coluna A 34735;coluna B 34735;coluna C 34735
coluna A 34736;coluna B 34736;coluna C 34736
coluna A 44777;coluna B 44777;coluna C 44777
coluna A 4715;coluna B 4715;coluna C 4715
coluna A 14738;coluna B 14738;coluna C 14738
coluna A 39747;coluna B 39747;coluna C 39747
coluna A 19743;coluna B 19743;coluna C 19743
coluna A 49724;coluna B 49724;coluna C 49724
coluna A 9690;coluna B 9690;coluna C 9690
coluna A 24798;coluna B 24798;coluna C 24798
coluna A 29721;coluna B 29721;coluna C 29721
coluna A 34737;coluna B 34737;coluna C 34737
coluna A 44778;coluna B 44778;coluna C 44778
coluna A 4716;coluna B 4716;coluna C 4716
coluna A 14739;coluna B 14739;coluna C 14739
coluna A 39748;coluna B 39748;coluna C 39748
coluna A 19744;coluna B 19744;coluna C 19744
coluna A 49725;coluna B 49725;coluna C 49725
coluna A 9691;coluna B 9691;coluna C 9691
coluna A 9692;coluna B 9692;coluna C 9692
coluna A 24799;coluna B 24799;coluna C 24799
coluna A 24800;coluna B 24800;coluna C 24800
coluna A 29722;coluna B 29722;coluna C 29722
coluna A 34738;coluna B 34738;coluna C 34738
coluna A 44779;coluna B 44779;coluna C 44779
coluna A 4717;coluna B 4717;coluna C 4717
coluna A 14740;coluna B 14740;coluna C 14740
coluna A 39749;coluna B 39749;coluna C 39749
coluna A 39750;coluna B 39750;coluna C 39750
coluna A 19745;coluna B 19745;coluna C 19745
coluna A 49726;coluna B 49726;coluna C 49726
coluna A 9693;coluna B 9693;coluna C 9693
coluna A 24801;coluna B 24801;coluna C 24801
coluna A 29723;coluna B 29723;coluna C 29723
coluna A 34739;coluna B 34739;coluna C 34739
coluna A 44780;coluna B 44780;coluna C 44780
coluna A 4718;coluna B 4718;coluna C 4718
coluna A 4719;coluna B 4719;coluna C 4719
coluna A 14741;coluna B 14741;coluna C 14741
coluna A 39751;coluna B 39751;coluna C 39751
coluna A 19746;coluna B 19746;coluna C 19746
coluna A 49727;coluna B 49727;coluna C 49727
coluna A 9694;coluna B 9694;coluna C 9694
coluna A 24802;coluna B 24802;coluna C 24802
coluna A 29724;coluna B 29724;coluna C 29724
coluna A 34740;coluna B 34740;coluna C 34740
coluna A 44781;coluna B 44781;coluna C 44781
coluna A 4720;coluna B 4720;coluna C 4720
coluna A 14742;coluna B 14742;coluna C 14742
coluna A 39752;coluna B 39752;coluna C 39752
coluna A 19747;coluna B 19747;coluna C 19747
coluna A 49728;coluna B 49728;coluna C 49728
coluna A 9695;coluna B 9695;coluna C 9695
coluna A 24803;coluna B 24803;coluna C 24803
coluna A 29725;coluna B 29725;coluna C 29725
coluna A 34741;coluna B 34741;coluna C 34741
coluna A 44782;coluna B 44782;coluna C 44782
coluna A 4721;coluna B 4721;coluna C 4721
coluna A 14743;coluna B 14743;coluna C 14743
coluna A 39753;coluna B 39753;coluna C 39753
coluna A 19748;coluna B 19748;coluna C 19748
coluna A 49729;coluna B 49729;coluna C 49729
coluna A 9696;coluna B 9696;coluna C 9696
coluna A 24804;coluna B 24804;coluna C 24804
coluna A 29726;coluna B 29726;coluna C 29726
coluna A 34742;coluna B 34742;coluna C 34742
coluna A 44783;coluna B 44783;coluna C 44783
coluna A 4722;coluna B 4722;coluna C 4722
coluna A 14744;coluna B 14744;coluna C 14744
coluna A 39754;coluna B 39754;coluna C 39754
coluna A 39755;coluna B 39755;coluna C 39755
coluna A 19749;coluna B 19749;coluna C 19749
coluna A 19750;coluna B 19750;coluna C 19750
coluna A 49730;coluna B 49730;coluna C 49730
coluna A 9697;coluna B 9697;coluna C 9697
coluna A 24805;coluna B 24805;coluna C 24805
coluna A 29727;coluna B 29727;coluna C 29727
coluna A 24806;coluna B 24806;coluna C 24806
coluna A 24807;coluna B 24807;coluna C 24807
coluna A 24808;coluna B 24808;coluna C 24808
coluna A 34743;coluna B 34743;coluna C 34743
coluna A 44784;coluna B 44784;coluna C 44784
coluna A 34744;coluna B 34744;coluna C 34744
coluna A 4723;coluna B 4723;coluna C 4723
coluna A 14745;coluna B 14745;coluna C 14745
coluna A 39756;coluna B 39756;coluna C 39756
coluna A 19751;coluna B 19751;coluna C 19751
coluna A 39757;coluna B 39757;coluna C 39757
coluna A 49731;coluna B 49731;coluna C 49731
coluna A 9698;coluna B 9698;coluna C 9698
coluna A 29728;coluna B 29728;coluna C 29728
coluna A 24809;coluna B 24809;coluna C 24809
coluna A 44785;coluna B 44785;coluna C 44785
coluna A 9699;coluna B 9699;coluna C 9699
coluna A 34745;coluna B 34745;coluna C 34745
coluna A 4724;coluna B 4724;coluna C 4724
coluna A 14746;coluna B 14746;coluna C 14746
coluna A 19752;coluna B 19752;coluna C 19752
coluna A 39758;coluna B 39758;coluna C 39758
coluna A 49732;coluna B 49732;coluna C 49732
coluna A 29729;coluna B 29729;coluna C 29729
coluna A 24810;coluna B 24810;coluna C 24810
coluna A 44786;coluna B 44786;coluna C 44786
coluna A 9700;coluna B 9700;coluna C 9700
coluna A 34746;coluna B 34746;coluna C 34746
coluna A 4725;coluna B 4725;coluna C 4725
coluna A 14747;coluna B 14747;coluna C 14747
coluna A 19753;coluna B 19753;coluna C 19753
coluna A 39759;coluna B 39759;coluna C 39759
coluna A 49733;coluna B 49733;coluna C 49733
coluna A 29730;coluna B 29730;coluna C 29730
coluna A 24811;coluna B 24811;coluna C 24811
coluna A 44787;coluna B 44787;coluna C 44787
coluna A 9701;coluna B 9701;coluna C 9701
coluna A 34747;coluna B 34747;coluna C 34747
coluna A 4726;coluna B 4726;coluna C 4726
coluna A 14748;coluna B 14748;coluna C 14748
coluna A 14749;coluna B 14749;coluna C 14749
coluna A 19754;coluna B 19754;coluna C 19754
coluna A 39760;coluna B 39760;coluna C 39760
coluna A 49734;coluna B 49734;coluna C 49734
coluna A 29731;coluna B 29731;coluna C 29731
coluna A 24812;coluna B 24812;coluna C 24812
coluna A 44788;coluna B 44788;coluna C 44788
coluna A 9702;coluna B 9702;coluna C 9702
coluna A 34748;coluna B 34748;coluna C 34748
coluna A 4727;coluna B 4727;coluna C 4727
coluna A 14750;coluna B 14750;coluna C 14750
coluna A 14751;coluna B 14751;coluna C 14751
coluna A 19755;coluna B 19755;coluna C 19755
coluna A 39761;coluna B 39761;coluna C 39761
coluna A 49735;coluna B 49735;coluna C 49735
coluna A 29732;coluna B 29732;coluna C 29732
coluna A 24813;coluna B 24813;coluna C 24813
coluna A 44789;coluna B 44789;coluna C 44789
coluna A 9703;coluna B 9703;coluna C 9703
coluna A 34749;coluna B 34749;coluna C 34749
coluna A 4728;coluna B 4728;coluna C 4728
coluna A 14752;coluna B 14752;coluna C 14752
coluna A 19756;coluna B 19756;coluna C 19756
coluna A 39762;coluna B 39762;coluna C 39762
coluna A 49736;coluna B 49736;coluna C 49736
coluna A 49737;coluna B 49737;coluna C 49737
coluna A 29733;coluna B 29733;coluna C 29733
coluna A 24814;coluna B 24814;coluna C 24814
coluna A 44790;coluna B 44790;coluna C 44790
coluna A 9704;coluna B 9704;coluna C 9704
coluna A 34750;coluna B 34750;coluna C 34750
coluna A 4729;coluna B 4729;coluna C 4729
coluna A 4730;coluna B 4730;coluna C 4730
coluna A 14753;coluna B 14753;coluna C 14753
coluna A 19757;coluna B 19757;coluna C 19757
coluna A 39763;coluna B 39763;coluna C 39763
coluna A 49738;coluna B 49738;coluna C 49738
coluna A 29734;coluna B 29734;coluna C 29734
coluna A 24815;coluna B 24815;coluna C 24815
coluna A 44791;coluna B 44791;coluna C 44791
coluna A 9705;coluna B 9705;coluna C 9705
coluna A 34751;coluna B 34751;coluna C 34751
coluna A 4731;coluna B 4731;coluna C 4731
coluna A 14754;coluna B 14754;coluna C 14754
coluna A 19758;coluna B 19758;coluna C 19758
coluna A 39764;coluna B 39764;coluna C 39764
coluna A 49739;coluna B 49739;coluna C 49739
coluna A 49740;coluna B 49740;coluna C 49740
coluna A 29735;coluna B 29735;coluna C 29735
coluna A 24816;coluna B 24816;coluna C 24816
coluna A 44792;coluna B 44792;coluna C 44792
coluna A 44793;coluna B 44793;coluna C 44793
coluna A 9706;coluna B 9706;coluna C 9706
coluna A 34752;coluna B 34752;coluna C 34752
coluna A 4732;coluna B 4732;coluna C 4732
coluna A 14755;coluna B 14755;coluna C 14755
coluna A 14756;coluna B 14756;coluna C 14756
coluna A 19759;coluna B 19759;coluna C 19759
coluna A 39765;coluna B 39765;coluna C 39765
coluna A 49741;coluna B 49741;coluna C 49741
coluna A 29736;coluna B 29736;coluna C 29736
coluna A 24817;coluna B 24817;coluna C 24817
coluna A 44794;coluna B 44794;coluna C 44794
coluna A 9707;coluna B 9707;coluna C 9707
coluna A 34753;coluna B 34753;coluna C 34753
coluna A 4733;coluna B 4733;coluna C 4733
coluna A 14757;coluna B 14757;coluna C 14757
coluna A 19760;coluna B 19760;coluna C 19760
coluna A 39766;coluna B 39766;coluna C 39766
coluna A 49742;coluna B 49742;coluna C 49742
coluna A 29737;coluna B 29737;coluna C 29737
coluna A 24818;coluna B 24818;coluna C 24818
coluna A 44795;coluna B 44795;coluna C 44795
coluna A 9708;coluna B 9708;coluna C 9708
coluna A 34754;coluna B 34754;coluna C 34754
coluna A 4734;coluna B 4734;coluna C 4734
coluna A 14758;coluna B 14758;coluna C 14758
coluna A 19761;coluna B 19761;coluna C 19761
coluna A 39767;coluna B 39767;coluna C 39767
coluna A 39768;coluna B 39768;coluna C 39768
coluna A 49743;coluna B 49743;coluna C 49743
coluna A 29738;coluna B 29738;coluna C 29738
coluna A 24819;coluna B 24819;coluna C 24819
coluna A 44796;coluna B 44796;coluna C 44796
coluna A 9709;coluna B 9709;coluna C 9709
coluna A 34755;coluna B 34755;coluna C 34755
coluna A 4735;coluna B 4735;coluna C 4735
coluna A 14759;coluna B 14759;coluna C 14759
coluna A 19762;coluna B 19762;coluna C 19762
coluna A 39769;coluna B 39769;coluna C 39769
coluna A 49744;coluna B 49744;coluna C 49744
coluna A 29739;coluna B 29739;coluna C 29739
coluna A 24820;coluna B 24820;coluna C 24820
coluna A 44797;coluna B 44797;coluna C 44797
coluna A 9710;coluna B 9710;coluna C 9710
coluna A 34756;coluna B 34756;coluna C 34756
coluna A 4736;coluna B 4736;coluna C 4736
coluna A 14760;coluna B 14760;coluna C 14760
coluna A 4737;coluna B 4737;coluna C 4737
coluna A 19763;coluna B 19763;coluna C 19763
coluna A 4738;coluna B 4738;coluna C 4738
coluna A 39770;coluna B 39770;coluna C 39770
coluna A 49745;coluna B 49745;coluna C 49745
coluna A 29740;coluna B 29740;coluna C 29740
coluna A 49746;coluna B 49746;coluna C 49746
coluna A 24821;coluna B 24821;coluna C 24821
coluna A 44798;coluna B 44798;coluna C 44798
coluna A 9711;coluna B 9711;coluna C 9711
coluna A 34757;coluna B 34757;coluna C 34757
coluna A 14761;coluna B 14761;coluna C 14761
coluna A 19764;coluna B 19764;coluna C 19764
coluna A 4739;coluna B 4739;coluna C 4739
coluna A 39771;coluna B 39771;coluna C 39771
coluna A 29741;coluna B 29741;coluna C 29741
coluna A 49747;coluna B 49747;coluna C 49747
coluna A 24822;coluna B 24822;coluna C 24822
coluna A 44799;coluna B 44799;coluna C 44799
coluna A 9712;coluna B 9712;coluna C 9712
coluna A 34758;coluna B 34758;coluna C 34758
coluna A 14762;coluna B 14762;coluna C 14762
coluna A 19765;coluna B 19765;coluna C 19765
coluna A 4740;coluna B 4740;coluna C 4740
coluna A 39772;coluna B 39772;coluna C 39772
coluna A 29742;coluna B 29742;coluna C 29742
coluna A 49748;coluna B 49748;coluna C 49748
coluna A 24823;coluna B 24823;coluna C 24823
coluna A 44800;coluna B 44800;coluna C 44800
coluna A 9713;coluna B 9713;coluna C 9713
coluna A 34759;coluna B 34759;coluna C 34759
coluna A 14763;coluna B 14763;coluna C 14763
coluna A 19766;coluna B 19766;coluna C 19766
coluna A 4741;coluna B 4741;coluna C 4741
coluna A 39773;coluna B 39773;coluna C 39773
coluna A 29743;coluna B 29743;coluna C 29743
coluna A 29744;coluna B 29744;coluna C 29744
coluna A 49749;coluna B 49749;coluna C 49749
coluna A 24824;coluna B 24824;coluna C 24824
coluna A 44801;coluna B 44801;coluna C 44801
coluna A 9714;coluna B 9714;coluna C 9714
coluna A 34760;coluna B 34760;coluna C 34760
coluna A 14764;coluna B 14764;coluna C 14764
coluna A 19767;coluna B 19767;coluna C 19767
coluna A 4742;coluna B 4742;coluna C 4742
coluna A 39774;coluna B 39774;coluna C 39774
coluna A 29745;coluna B 29745;coluna C 29745
coluna A 49750;coluna B 49750;coluna C 49750
coluna A 24825;coluna B 24825;coluna C 24825
coluna A 44802;coluna B 44802;coluna C 44802
coluna A 44803;coluna B 44803;coluna C 44803
coluna A 44804;coluna B 44804;coluna C 44804
coluna A 44805;coluna B 44805;coluna C 44805
coluna A 44806;coluna B 44806;coluna C 44806
coluna A 9715;coluna B 9715;coluna C 9715
coluna A 34761;coluna B 34761;coluna C 34761
coluna A 14765;coluna B 14765;coluna C 14765
coluna A 19768;coluna B 19768;coluna C 19768
coluna A 4743;coluna B 4743;coluna C 4743
coluna A 39775;coluna B 39775;coluna C 39775
coluna A 29746;coluna B 29746;coluna C 29746
coluna A 49751;coluna B 49751;coluna C 49751
coluna A 24826;coluna B 24826;coluna C 24826
coluna A 44807;coluna B 44807;coluna C 44807
coluna A 44808;coluna B 44808;coluna C 44808
coluna A 9716;coluna B 9716;coluna C 9716
coluna A 34762;coluna B 34762;coluna C 34762
coluna A 14766;coluna B 14766;coluna C 14766
coluna A 19769;coluna B 19769;coluna C 19769
coluna A 4744;coluna B 4744;coluna C 4744
coluna A 39776;coluna B 39776;coluna C 39776
coluna A 29747;coluna B 29747;coluna C 29747
coluna A 49752;coluna B 49752;coluna C 49752
coluna A 24827;coluna B 24827;coluna C 24827
coluna A 44809;coluna B 44809;coluna C 44809
coluna A 9717;coluna B 9717;coluna C 9717
coluna A 34763;coluna B 34763;coluna C 34763
coluna A 14767;coluna B 14767;coluna C 14767
coluna A 14768;coluna B 14768;coluna C 14768
coluna A 19770;coluna B 19770;coluna C 19770
coluna A 4745;coluna B 4745;coluna C 4745
coluna A 39777;coluna B 39777;coluna C 39777
coluna A 29748;coluna B 29748;coluna C 29748
coluna A 49753;coluna B 49753;coluna C 49753
coluna A 24828;coluna B 24828;coluna C 24828
coluna A 44810;coluna B 44810;coluna C 44810
coluna A 9718;coluna B 9718;coluna C 9718
coluna A 34764;coluna B 34764;coluna C 34764
coluna A 14769;coluna B 14769;coluna C 14769
coluna A 19771;coluna B 19771;coluna C 19771
coluna A 4746;coluna B 4746;coluna C 4746
coluna A 39778;coluna B 39778;coluna C 39778
coluna A 29749;coluna B 29749;coluna C 29749
coluna A 4747;coluna B 4747;coluna C 4747
coluna A 49754;coluna B 49754;coluna C 49754
coluna A 24829;coluna B 24829;coluna C 24829
coluna A 44811;coluna B 44811;coluna C 44811
coluna A 44812;coluna B 44812;coluna C 44812
coluna A 9719;coluna B 9719;coluna C 9719
coluna A 34765;coluna B 34765;coluna C 34765
coluna A 14770;coluna B 14770;coluna C 14770
coluna A 19772;coluna B 19772;coluna C 19772
coluna A 14771;coluna B 14771;coluna C 14771
coluna A 39779;coluna B 39779;coluna C 39779
coluna A 29750;coluna B 29750;coluna C 29750
coluna A 4748;coluna B 4748;coluna C 4748
coluna A 49755;coluna B 49755;coluna C 49755
coluna A 24830;coluna B 24830;coluna C 24830
coluna A 44813;coluna B 44813;coluna C 44813
coluna A 9720;coluna B 9720;coluna C 9720
coluna A 34766;coluna B 34766;coluna C 34766
coluna A 19773;coluna B 19773;coluna C 19773
coluna A 14772;coluna B 14772;coluna C 14772
coluna A 39780;coluna B 39780;coluna C 39780
coluna A 29751;coluna B 29751;coluna C 29751
coluna A 29752;coluna B 29752;coluna C 29752
coluna A 4749;coluna B 4749;coluna C 4749
coluna A 49756;coluna B 49756;coluna C 49756
coluna A 24831;coluna B 24831;coluna C 24831
coluna A 44814;coluna B 44814;coluna C 44814
coluna A 24832;coluna B 24832;coluna C 24832
coluna A 9721;coluna B 9721;coluna C 9721
coluna A 34767;coluna B 34767;coluna C 34767
coluna A 19774;coluna B 19774;coluna C 19774
coluna A 14773;coluna B 14773;coluna C 14773
coluna A 39781;coluna B 39781;coluna C 39781
coluna A 29753;coluna B 29753;coluna C 29753
coluna A 4750;coluna B 4750;coluna C 4750
coluna A 49757;coluna B 49757;coluna C 49757
coluna A 44815;coluna B 44815;coluna C 44815
coluna A 24833;coluna B 24833;coluna C 24833
coluna A 9722;coluna B 9722;coluna C 9722
coluna A 34768;coluna B 34768;coluna C 34768
coluna A 34769;coluna B 34769;coluna C 34769
coluna A 19775;coluna B 19775;coluna C 19775
coluna A 19776;coluna B 19776;coluna C 19776
coluna A 14774;coluna B 14774;coluna C 14774
coluna A 39782;coluna B 39782;coluna C 39782
coluna A 29754;coluna B 29754;coluna C 29754
coluna A 4751;coluna B 4751;coluna C 4751
coluna A 49758;coluna B 49758;coluna C 49758
coluna A 44816;coluna B 44816;coluna C 44816
coluna A 24834;coluna B 24834;coluna C 24834
coluna A 9723;coluna B 9723;coluna C 9723
coluna A 34770;coluna B 34770;coluna C 34770
